region,CHR,start,end,cglist,nprobes
Chr20:47937419-47937712,20,47937419,47937712,cg13928427;cg10619398;cg10192779,3
Chr20:48537320-48537355,20,48537320,48537355,cg04737910;cg04876455;cg04377504,3
Chr20:48586701-48586871,20,48586701,48586871,cg18515082;cg10511229;cg11515519,3
Chr20:48587282-48587529,20,48587282,48587529,cg25485565;cg02796375;cg10295635,3
Chr20:48785694-48785815,20,48785694,48785815,cg04463097;cg17517940;cg07369270,3
Chr20:48960165-48960272,20,48960165,48960272,cg05709782;cg08556090;cg01898377,3
Chr20:48998616-48998834,20,48998616,48998834,cg23355992;cg20430841;cg15497834,3
Chr20:49609650-49609852,20,49609650,49609852,cg25440246;cg01409832;cg07717625,3
Chr20:50521141-50521374,20,50521141,50521374,cg00598986;cg12353880;cg22034077;cg08616881;cg26558217,5
Chr20:51026767-51026857,20,51026767,51026857,cg24871213;cg15958350;cg10236838,3
Chr20:51109896-51110040,20,51109896,51110040,cg24388985;cg20711218;cg04302055,3
Chr20:51290823-51290873,20,51290823,51290873,cg07189558;cg26076570;cg18455208,3
Chr20:51301520-51301651,20,51301520,51301651,cg22701006;cg08609448;cg25574270,3
Chr20:52224625-52224849,20,52224625,52224849,cg17697043;cg15838209;cg08935725;cg02330291;cg01894844,5
Chr20:52226460-52226582,20,52226460,52226582,cg18096764;cg05545915;cg20984949,3
Chr20:52276760-52277050,20,52276760,52277050,cg23601030;cg18881873;cg21251385,3
Chr20:52285838-52286025,20,52285838,52286025,cg26122759;cg06889790;cg20131227,3
Chr20:52556477-52556669,20,52556477,52556669,cg03182546;cg01663654;cg24613601,3
Chr20:54874251-54874333,20,54874251,54874333,cg20558431;cg14585004;cg06727059,3
Chr20:54919037-54919410,20,54919037,54919410,cg06900404;cg19499754;cg11251113;cg12559860;cg26318825,5
Chr20:55152300-55152560,20,55152300,55152560,cg20555418;cg17138335;cg00670807;cg16072198,4
Chr20:55242265-55242417,20,55242265,55242417,cg25493973;cg07496293;cg25669127,3
Chr20:55293446-55293754,20,55293446,55293754,cg25378279;cg22425035;cg21798433,3
Chr20:55519367-55519560,20,55519367,55519560,cg26336271;cg01088279;cg08293081,3
Chr20:55562991-55563274,20,55562991,55563274,cg04920991;cg13915877;cg18984825;cg23053921,4
Chr20:55575030-55575133,20,55575030,55575133,cg16487637;cg09642854;cg18834605,3
Chr20:55629539-55629748,20,55629539,55629748,cg12139931;cg10493712;cg08912117;cg10795973,4
Chr20:55667128-55667340,20,55667128,55667340,cg10304516;cg06499892;cg16904551,3
Chr20:55685638-55685922,20,55685638,55685922,cg21921996;cg02162556;cg04755880,3
Chr20:55886709-55886844,20,55886709,55886844,cg24938236;cg12636652;cg20717908,3
Chr20:55964273-55964528,20,55964273,55964528,cg00845204;cg24751928;cg04839664,3
Chr20:56043956-56044135,20,56043956,56044135,cg09096137;cg01902238;cg13629943,3
Chr20:56130942-56131388,20,56130942,56131388,cg06619301;cg06887667;cg14582318;cg19983103;cg13139222,5
Chr20:56176732-56177051,20,56176732,56177051,cg09533857;cg08813428;cg09665498,3
Chr20:56293564-56293802,20,56293564,56293802,cg08762653;cg17414900;cg01595162;cg02320441,4
Chr20:56323934-56324226,20,56323934,56324226,cg00892567;cg12232778;cg01084693;cg04741284,4
Chr20:56534892-56535017,20,56534892,56535017,cg24372413;cg17617196;cg13993576,3
Chr20:56535853-56536147,20,56535853,56536147,cg13267835;cg08793864;cg01688263,3
Chr20:56641252-56641378,20,56641252,56641378,cg09681660;cg05526983;cg06255071,3
Chr20:56703986-56704172,20,56703986,56704172,cg08014608;cg08642138;cg08953836,3
Chr20:56754488-56754700,20,56754488,56754700,cg16001128;cg02603249;cg00506402,3
Chr20:56803778-56804327,20,56803778,56804327,cg26667205;cg22175764;cg15560495;cg20577205,4
Chr20:57331235-57331560,20,57331235,57331560,cg01458088;cg19119609;cg20396299,3
Chr20:57978889-57979074,20,57978889,57979074,cg25511237;cg16628372;cg16154689,3
Chr20:58045038-58045274,20,58045038,58045274,cg11113270;cg14393304;cg03482449,3
Chr20:58070970-58071153,20,58070970,58071153,cg23100052;cg08910510;cg15335462,3
Chr20:58089997-58090186,20,58089997,58090186,cg11955425;cg23966970;cg12282371,3
Chr20:58427936-58427984,20,58427936,58427984,cg20890070;cg23414392;cg03426923;cg26781266,4
Chr20:58508888-58508943,20,58508888,58508943,cg20800536;cg02801359;cg26690949,3
Chr20:58927772-58927795,20,58927772,58927795,cg13053116;cg05456621;cg03679410,3
Chr20:60540388-60540747,20,60540388,60540747,cg09676129;cg11840197;cg05222794;cg16560811,4
Chr20:60645197-60645419,20,60645197,60645419,cg22316451;cg24732571;cg02651457,3
Chr20:60781224-60781454,20,60781224,60781454,cg13150021;cg00621258;cg06222392,3
Chr20:60806710-60806943,20,60806710,60806943,cg05067690;cg19883957;cg25037320,3
Chr20:60953415-60953667,20,60953415,60953667,cg26145511;cg01731766;cg04146405,3
Chr20:61004331-61004551,20,61004331,61004551,cg03312330;cg02945816;cg02417514;cg26613610,4
Chr20:61091288-61091410,20,61091288,61091410,cg16942465;cg01479099;cg24071546;cg12857372;cg15312899,5
Chr20:61193998-61194128,20,61193998,61194128,cg22749859;cg03568094;cg13831125,3
Chr20:61196900-61197101,20,61196900,61197101,cg00471400;cg16342777;cg17246810;cg20311839,4
Chr20:61201022-61201271,20,61201022,61201271,cg11988036;cg08555682;cg06793974;cg25076959,4
Chr20:61266913-61267091,20,61266913,61267091,cg04782644;cg16222377;cg12138649,3
Chr20:61267980-61268342,20,61267980,61268342,cg24538770;cg11704068;cg11343375,3
Chr20:61309524-61309743,20,61309524,61309743,cg20163335;cg13453327;cg13013752,3
Chr20:61314642-61314827,20,61314642,61314827,cg02988117;cg15350071;cg10264692,3
Chr20:61331915-61332041,20,61331915,61332041,cg03965251;cg25774317;cg05719976,3
Chr20:61403381-61403556,20,61403381,61403556,cg11891843;cg03045548;cg09804711,3
Chr20:61508481-61508590,20,61508481,61508590,cg08576350;cg04038019;cg14621701,3
Chr20:61697216-61697409,20,61697216,61697409,cg26190686;cg10750658;cg13811423,3
Chr20:61717778-61717939,20,61717778,61717939,cg14961750;cg09309570;cg02603518,3
Chr20:61718852-61719188,20,61718852,61719188,cg10197263;cg04883260;cg04970637;cg04714232;cg12904078,5
Chr20:61754869-61755045,20,61754869,61755045,cg26347851;cg17375901;cg16473797,3
Chr20:61787683-61787798,20,61787683,61787798,cg14526804;cg07241457;cg11790950,3
Chr20:61810348-61810902,20,61810348,61810902,cg20213228;cg08683343;cg23867997;cg10258966;cg03038835,5
Chr20:61812302-61812389,20,61812302,61812389,cg13921865;cg11910667;cg21960082,3
Chr20:61813301-61813562,20,61813301,61813562,cg16689232;cg03777875;cg13975974,3
Chr20:61822344-61822507,20,61822344,61822507,cg15272467;cg07870370;cg04772457,3
Chr20:61968498-61968866,20,61968498,61968866,cg26490920;cg15489618;cg17280605,3
Chr20:61973086-61973482,20,61973086,61973482,cg09889165;cg09327276;cg16756662,3
Chr20:61973941-61974165,20,61973941,61974165,cg15627277;cg14801669;cg17550009,3
Chr20:62002783-62003032,20,62002783,62003032,cg19923380;cg24128806;cg11813064,3
Chr20:62005389-62005511,20,62005389,62005511,cg13802220;cg07053097;cg11887612,3
Chr20:62009345-62009700,20,62009345,62009700,cg01809871;cg05109877;cg14157514;cg08256110,4
Chr20:62026263-62026463,20,62026263,62026463,cg04703912;cg11773122;cg17835926,3
Chr20:62133588-62133626,20,62133588,62133626,cg10451653;cg11112021;cg05803418,3
Chr20:62209427-62209878,20,62209427,62209878,cg14384685;cg16744250;cg21150839;cg08767838;cg03568835;cg05381692;cg05495792,7
Chr20:62461159-62461539,20,62461159,62461539,cg01582438;cg05269938;cg12002882;cg26788916,4
Chr20:62673890-62674028,20,62673890,62674028,cg08371659;cg05991314;cg12038935,3
Chr20:62734153-62734259,20,62734153,62734259,cg27155954;cg05668372;cg02991238,3
Chr20:62782967-62783141,20,62782967,62783141,cg12536379;cg25053567;cg24466485,3
Chr20:62948037-62948235,20,62948037,62948235,cg19192585;cg24189721;cg09141953,3
Chr21:15038314-15038699,21,15038314,15038699,cg26057682;cg07772324;cg16008273;cg02498280,4
Chr21:15135043-15135336,21,15135043,15135336,cg08869875;cg11939992;cg06273548,3
Chr21:15309634-15309846,21,15309634,15309846,cg11450766;cg01148014;cg06651563,3
Chr21:15383654-15383799,21,15383654,15383799,cg09995095;cg10859726;cg14579678,3
Chr21:15399495-15399710,21,15399495,15399710,cg07661377;cg04493931;cg16983817;cg11521453,4
Chr21:15442816-15443159,21,15442816,15443159,cg21800075;cg12078397;cg20841389;cg16038510;cg10661558,5
Chr21:15451242-15451401,21,15451242,15451401,cg11601519;cg16929318;cg17675333,3
Chr21:16138598-16138916,21,16138598,16138916,cg23460355;cg26454698;cg10582152,3
Chr21:16230591-16230738,21,16230591,16230738,cg14049821;cg13615350;cg09124152,3
Chr21:16290617-16290911,21,16290617,16290911,cg18026993;cg03366627;cg01874756,3
Chr21:19833420-19833509,21,19833420,19833509,cg15853023;cg27322299;cg07464886,3
Chr21:21272491-21272687,21,21272491,21272687,cg25332820;cg17501218;cg19844051,3
Chr21:24437538-24437801,21,24437538,24437801,cg23825373;cg07888968;cg09926069,3
Chr21:26710725-26710943,21,26710725,26710943,cg16608357;cg11702015;cg25560112,3
Chr21:26734161-26734384,21,26734161,26734384,cg04340481;cg04586722;cg23191009,3
Chr21:28515730-28516138,21,28515730,28516138,cg07577911;cg10068301;cg11044010;cg10405333,4
Chr21:29999469-29999800,21,29999469,29999800,cg25707727;cg14013155;cg24069871,3
Chr21:30867977-30868228,21,30867977,30868228,cg05871955;cg01177650;cg11095793,3
Chr21:31461765-31461918,21,31461765,31461918,cg23796703;cg16636741;cg24831606,3
Chr21:33394114-33394207,21,33394114,33394207,cg08761028;cg03182645;cg10070940,3
Chr21:33394720-33394885,21,33394720,33394885,cg21477382;cg15368035;cg14581523,3
Chr21:33633896-33634068,21,33633896,33634068,cg16458205;cg21479769;cg03706808,3
Chr21:33942032-33942312,21,33942032,33942312,cg08209099;cg17263823;cg20059425;cg13695906,4
Chr21:34214198-34214429,21,34214198,34214429,cg11460797;cg08815913;cg18575138,3
Chr21:34222360-34222385,21,34222360,34222385,cg17484008;cg14321127;cg07866293,3
Chr21:34305156-34305354,21,34305156,34305354,cg01291947;cg20081517;cg22894441,3
Chr21:34350407-34350875,21,34350407,34350875,cg03741824;cg05183668;cg00376979;cg24444839;cg11912202,5
Chr21:34392029-34392373,21,34392029,34392373,cg00118317;cg24399395;cg16869524;cg06412358,4
Chr21:34405553-34405733,21,34405553,34405733,cg14172108;cg00274965;cg10915739,3
Chr21:34755681-34755813,21,34755681,34755813,cg11293610;cg26109199;cg11654549;cg20907669,4
Chr21:34757152-34757377,21,34757152,34757377,cg07628442;cg04349020;cg06240961;cg17915021,4
Chr21:36508740-36508833,21,36508740,36508833,cg09795955;cg14229317;cg08862835,3
Chr21:36577539-36577638,21,36577539,36577638,cg09200260;cg12480115;cg21172011,3
Chr21:37105241-37105389,21,37105241,37105389,cg17829193;cg03546627;cg10271422,3
Chr21:37259319-37259564,21,37259319,37259564,cg27533201;cg00638202;cg05409047,3
Chr21:37501846-37502003,21,37501846,37502003,cg10283362;cg15155922;cg22525694,3
Chr21:37528663-37528768,21,37528663,37528768,cg26504019;cg13753900;cg02976054,3
Chr21:37667639-37668062,21,37667639,37668062,cg00622655;cg24338411;cg13402292;cg22820639,4
Chr21:38068581-38068762,21,38068581,38068762,cg24459147;cg24127719;cg16815122,3
Chr21:38069321-38069416,21,38069321,38069416,cg09408917;cg17727929;cg06368184,3
Chr21:38069950-38070148,21,38069950,38070148,cg02730156;cg24112562;cg26144458,3
Chr21:38417551-38417848,21,38417551,38417848,cg21772500;cg14461613;cg00680728;cg03961836,4
Chr21:38593636-38593754,21,38593636,38593754,cg15097762;cg09538135;cg15571330;cg11316868,4
Chr21:38935977-38936159,21,38935977,38936159,cg00359604;cg23484755;cg09962400,3
Chr21:40328431-40328773,21,40328431,40328773,cg14770870;cg18198742;cg25114873;cg06658697,4
Chr21:40341480-40341619,21,40341480,40341619,cg20552768;cg02429487;cg03004186,3
Chr21:40361611-40361883,21,40361611,40361883,cg17818632;cg02254947;cg02515900,3
Chr21:40383685-40383814,21,40383685,40383814,cg23984989;cg06183684;cg01721723,3
Chr21:40454524-40454611,21,40454524,40454611,cg21494563;cg15911506;cg07567097,3
Chr21:41099462-41099591,21,41099462,41099591,cg03949410;cg13656778;cg02676170,3
Chr21:42676089-42676391,21,42676089,42676391,cg10108617;cg14641018;cg23705223;cg01117788;cg19968619,5
Chr21:42910782-42910998,21,42910782,42910998,cg12739643;cg07328551;cg14413088;cg05620451,4
Chr21:42934885-42935038,21,42934885,42935038,cg19895414;cg06480811;cg19626004,3
Chr21:42935678-42935761,21,42935678,42935761,cg00155488;cg26481783;cg17731481,3
Chr21:42953363-42953576,21,42953363,42953576,cg12641589;cg01208266;cg03576008;cg26182628,4
Chr21:43024995-43025267,21,43024995,43025267,cg03449471;cg14995702;cg25456896;cg12562422;cg12095400,5
Chr21:43159399-43159503,21,43159399,43159503,cg22934258;cg07936018;cg22856761,3
Chr21:43198283-43198797,21,43198283,43198797,cg14897238;cg21863949;cg02519892;cg20533952;cg10010393;cg00846098;cg05532966,7
Chr21:43579901-43580161,21,43579901,43580161,cg10447033;cg18277671;cg05160449,3
Chr21:43720608-43720804,21,43720608,43720804,cg10379084;cg09202800;cg17809974,3
Chr21:43726165-43726315,21,43726165,43726315,cg25408700;cg00378647;cg07456546,3
Chr21:44010866-44010944,21,44010866,44010944,cg02188862;cg01551200;cg00121528,3
Chr21:44037277-44037470,21,44037277,44037470,cg16544704;cg01074392;cg03885509;cg14719752,4
Chr21:44071703-44072026,21,44071703,44072026,cg17472725;cg00699461;cg00985822,3
Chr21:44202357-44202452,21,44202357,44202452,cg03992698;cg19592996;cg09135500,3
Chr21:44561343-44561504,21,44561343,44561504,cg05323607;cg11310425;cg07968795,3
Chr21:44573854-44574022,21,44573854,44574022,cg15231205;cg22240717;cg15467834,3
Chr21:44593642-44593766,21,44593642,44593766,cg20954971;cg21895314;cg10588516,3
Chr21:44720919-44721077,21,44720919,44721077,cg25410746;cg08451325;cg23060618,3
Chr21:44782434-44782497,21,44782434,44782497,cg02260098;cg25191041;cg14081667,3
Chr21:44830846-44831151,21,44830846,44831151,cg19880185;cg11209957;cg03566291;cg04824511;cg01036393,5
Chr21:44876604-44876687,21,44876604,44876687,cg02544658;cg00362657;cg27484412,3
Chr21:44904824-44905245,21,44904824,44905245,cg00775094;cg04550439;cg27462210;cg12955277;cg00929871,5
Chr21:45206724-45207228,21,45206724,45207228,cg08529987;cg05529899;cg17014436;cg10502823;cg17808725,5
Chr21:45246060-45246441,21,45246060,45246441,cg01347946;cg04226110;cg08650934;cg22316093;cg11170318;cg11359720,6
Chr21:45249837-45249962,21,45249837,45249962,cg19904322;cg07933932;cg07741929,3
Chr21:45581541-45581710,21,45581541,45581710,cg25832747;cg23794133;cg12906649,3
Chr21:45586587-45586729,21,45586587,45586729,cg00377065;cg18749043;cg23273209,3
Chr21:45622096-45622493,21,45622096,45622493,cg02087289;cg20198819;cg21305068;cg11113661;cg01992765,5
Chr21:45769851-45769981,21,45769851,45769981,cg11335730;cg11150585;cg09838568,3
Chr21:45883590-45883864,21,45883590,45883864,cg09121378;cg07134627;cg12244325,3
Chr21:46169987-46170290,21,46169987,46170290,cg10487251;cg03721140;cg00332248,3
Chr21:46269016-46269191,21,46269016,46269191,cg11438134;cg11950982;cg08823554,3
Chr21:46351920-46352193,21,46351920,46352193,cg12424694;cg21303803;cg03067912,3
Chr21:46407926-46408142,21,46407926,46408142,cg10272219;cg03234839;cg07296260;cg14507658,4
Chr21:46435645-46435806,21,46435645,46435806,cg09329620;cg08379298;cg20756600,3
Chr21:46439236-46439470,21,46439236,46439470,cg00740547;cg08846592;cg19950556,3
Chr21:46654108-46654235,21,46654108,46654235,cg20963032;cg05760716;cg07971756,3
Chr21:46677750-46677879,21,46677750,46677879,cg06377222;cg08450965;cg24001233;cg10272901,4
Chr21:46756443-46756648,21,46756443,46756648,cg20654210;cg10069524;cg10643773;cg01492274,4
Chr21:46799566-46800014,21,46799566,46800014,cg22975726;cg25349198;cg19259580;cg27250180;cg15903974,5
Chr21:46812996-46813298,21,46812996,46813298,cg22410724;cg23475244;cg03122722;cg18073115,4
Chr21:46964226-46964649,21,46964226,46964649,ch.21.788740F;cg01506382;cg12866505;cg06558048;cg08274616,5
Chr21:46973177-46973458,21,46973177,46973458,cg00820922;cg16376461;cg11523499,3
Chr21:47013524-47013815,21,47013524,47013815,cg01186020;cg11168603;cg06286267,3
Chr21:47027120-47027295,21,47027120,47027295,cg09158390;cg15721795;cg25923436;cg24336215,4
Chr21:47062953-47063028,21,47062953,47063028,cg09671060;cg01614127;cg02184772,3
Chr21:47063285-47063665,21,47063285,47063665,cg01145054;cg19320275;cg23572000;cg18420690;cg21357629,5
Chr21:47064079-47064462,21,47064079,47064462,cg13842237;cg02897005;cg23416788;cg13200482,4
Chr21:47170195-47170466,21,47170195,47170466,cg13469355;cg07377397;cg06685876;cg15239190,4
Chr21:47266586-47266745,21,47266586,47266745,cg26230380;cg07685515;cg23100886,3
Chr21:47394354-47394533,21,47394354,47394533,cg25823142;cg04486778;cg04078608,3
Chr21:47456315-47456446,21,47456315,47456446,cg25439798;cg15317049;cg12457659,3
Chr21:47456828-47456916,21,47456828,47456916,cg24653002;cg06169882;cg05776294,3
Chr21:47472200-47472395,21,47472200,47472395,cg26148106;cg18931789;cg03283657,3
Chr21:47717864-47718080,21,47717864,47718080,cg00612595;cg00815214;cg12516959,3
Chr21:48087978-48088150,21,48087978,48088150,cg01920334;cg14365143;cg22544673,3
Chr22:17175553-17175673,22,17175553,17175673,cg05064668;cg15521911;cg09517391,3
Chr22:17178406-17178751,22,17178406,17178751,cg20918220;cg15178807;cg02665031;cg03288512;cg13552315,5
Chr22:17229581-17229842,22,17229581,17229842,cg04213959;cg23155459;cg03067190;cg16528088,4
Chr22:17850431-17850690,22,17850431,17850690,cg20279673;cg12159189;cg08417728;cg05135549,4
Chr22:18267969-18268249,22,18267969,18268249,cg18370151;cg12460175;cg14086922;cg11745885;cg21463605,5
Chr22:18531028-18531591,22,18531028,18531591,cg16074271;cg12775223;cg25257671;cg06961233;cg08819022;cg25163076,6
Chr22:18793747-18793959,22,18793747,18793959,cg14445851;cg15659358;cg14774895,3
Chr22:18985500-18985691,22,18985500,18985691,cg00292896;cg09619624;cg06148736,3
Chr22:19157387-19157438,22,19157387,19157438,cg04085789;cg00499657;cg20449246,3
Chr22:19515544-19515608,22,19515544,19515608,cg19424557;cg12818577;cg12391945,3
Chr22:19644037-19644239,22,19644037,19644239,cg25476775;cg00640315;cg23074732,3
Chr22:19712623-19712750,22,19712623,19712750,cg02749843;cg07825414;cg15381080;cg23494533,4
Chr22:19718172-19718480,22,19718172,19718480,cg20584203;cg08988309;cg21206820;cg12172046,4
Chr22:20134463-20134676,22,20134463,20134676,cg02521457;cg23798065;cg17814680,3
Chr22:20727774-20728038,22,20727774,20728038,cg13849179;cg15478550;cg05635598,3
Chr22:20771213-20771324,22,20771213,20771324,cg01761835;cg13625974;cg08644506,3
Chr22:21024910-21025258,22,21024910,21025258,cg01269044;cg14325184;cg22252283,3
Chr22:21581306-21581544,22,21581306,21581544,cg08919674;cg18499831;cg13835200,3
Chr22:22451648-22451760,22,22451648,22451760,cg06778954;cg27118949;cg08731639,3
Chr22:22555873-22556000,22,22555873,22556000,cg12071423;cg26784165;cg03714603,3
Chr22:22711646-22711820,22,22711646,22711820,cg02771261;cg09394428;cg13104913,3
Chr22:22734748-22734960,22,22734748,22734960,cg07852429;cg16232232;cg04512003;cg08833556,4
Chr22:22936812-22936890,22,22936812,22936890,cg03044200;cg21177116;cg26644844,3
Chr22:23046400-23046674,22,23046400,23046674,cg13604047;cg04242892;cg12225478,3
Chr22:23054088-23054227,22,23054088,23054227,cg09433366;cg23724355;cg19137511,3
Chr22:23062834-23063029,22,23062834,23063029,cg19114066;cg23042590;cg04163158,3
Chr22:23076774-23077093,22,23076774,23077093,cg12457928;cg04274562;cg04746632,3
Chr22:23153695-23153785,22,23153695,23153785,cg16136833;cg18767115;cg14835461,3
Chr22:23161339-23161379,22,23161339,23161379,cg27246361;cg16790524;cg23093939,3
Chr22:23241504-23241828,22,23241504,23241828,cg16790645;cg27607655;cg04467487;cg03895270,4
